resource,category,figures,year,quarter,date_published,date_processed,filename
energy industry use,other,0.0,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,9677.52,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,8898.84,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,711.27,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,67.41,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,11209.06,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,10344.7,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,864.37,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,7354.98,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,6945.2,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,409.78,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,423.56,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,24.38,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,13979.55,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-0.82,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,13980.37,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,13980.37,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,13980.37,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2022,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,8622.86,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,7878.45,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,670.85,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,73.56,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,11961.95,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,11296.25,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,665.7,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,6643.99,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,6205.05,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,438.93,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-627.44,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,106.32,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,13419.71,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-1.54,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,13421.25,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,13421.25,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,13421.25,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2022,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,9301.1,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,8539.35,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,691.81,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,69.94,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,11535.01,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,10607.82,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,927.19,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,8301.84,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,7305.85,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,995.99,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,615.25,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,470.08,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,13619.59,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,18.6,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,13601.0,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,13601.0,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,13601.0,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2022,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,9215.96,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,8517.01,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,600.77,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,98.17,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,11858.07,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,10930.03,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,928.04,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,7317.81,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,6973.89,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,343.92,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-311.04,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,6.12,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,13451.3,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-12.84,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,13464.15,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,13464.15,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,13464.15,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2023,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,8467.26,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,7831.39,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,576.07,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,59.8,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,11014.69,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,10388.76,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,625.93,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,6663.13,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,5990.45,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,672.67,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,17.03,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,13.11,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,12848.97,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,9.2,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,12839.76,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,12839.76,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,12839.76,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2023,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,7791.2,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,7180.71,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,540.62,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,69.87,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,11991.17,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,10765.37,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1225.8,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,6803.34,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,6127.05,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,676.29,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-165.9,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-43.52,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,12769.61,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-1.17,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,12770.78,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,12770.78,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,12770.78,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2023,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,8280.18,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,7657.69,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,541.58,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,80.91,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,10772.25,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,9854.34,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,917.91,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,6869.7,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,6348.71,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,520.99,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-248.39,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-10.87,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,11923.47,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,21.07,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,11902.4,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,11902.4,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,11902.4,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2023,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,8026.91,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,7381.76,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,562.82,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,82.32,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,10639.74,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,9695.02,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,944.72,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,6011.76,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,5627.39,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,384.36,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,98.23,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,33.02,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,12786.14,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-3.54,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,12789.68,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,12789.68,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,12789.68,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2024,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
